"date","00:00","00:30","01:00","01:30","02:00","02:30","03:00","03:30","04:00","04:30","05:00","05:30","06:00","06:30","07:00","07:30","08:00","08:30","09:00","09:30","10:00","10:30","11:00","11:30","12:00","12:30","13:00","13:30","14:00","14:30","15:00","15:30","16:00","16:30","17:00","17:30","18:00","18:30","19:00","19:30","20:00","20:30","21:00","21:30","22:00","22:30","23:00","23:30"
"2011-06-01","1.9401197604790419","3.0179640718562877","4.95808383233533","3.0179640718562877","2.37125748502994","2.802395209580838","6.682634730538922","7.544910179640719","7.976047904191617","9.70059880239521","14.227544910179642","10.778443113772456","9.269461077844312","8.622754491017965","8.622754491017965","8.191616766467066","8.622754491017965","9.269461077844312","8.191616766467066","8.191616766467066","9.053892215568862","13.365269461077844","14.227544910179642","13.149700598802395","17.02994011976048","20.047904191616766","18.97005988023952","17.46107784431138","18.107784431137723","17.46107784431138","19.40119760479042","16.814371257485032","20.479041916167667","15.736526946107785","15.305389221556887","19.40119760479042","22.634730538922156","21.125748502994014","18.107784431137723","15.736526946107785","14.44311377245509","18.538922155688624","17.02994011976048","16.38323353293413","15.952095808383234","15.952095808383234","13.796407185628743","11.8562874251497"
"2011-06-02","11.209580838323353","10.131736526946108","9.053892215568862","8.191616766467066","7.113772455089821","6.467065868263473","4.095808383233533","3.0179640718562877","6.035928143712575","5.604790419161676","4.526946107784431","2.37125748502994","1.9401197604790419","1.9401197604790419","1.2934131736526946","3.4491017964071857","3.4491017964071857","4.526946107784431","5.604790419161676","8.622754491017965","13.796407185628743","18.107784431137723","14.874251497005988","18.97005988023952","20.479041916167667","18.97005988023952","13.149700598802395","12.718562874251498","12.2874251497006","11.640718562874252","10.562874251497007","7.544910179640719","7.544910179640719","9.70059880239521","10.131736526946108","8.622754491017965","5.604790419161676","9.053892215568862","9.053892215568862","9.269461077844312","7.544910179640719","5.389221556886228","6.035928143712575","5.604790419161676","4.95808383233533","5.604790419161676","4.95808383233533","4.526946107784431"
"2011-06-03","6.035928143712575","5.604790419161676","3.4491017964071857","2.802395209580838","3.0179640718562877","4.095808383233533","3.4491017964071857","5.604790419161676","7.113772455089821","7.976047904191617","10.562874251497007","5.389221556886228","6.467065868263473","9.269461077844312","10.778443113772456","15.952095808383234","16.38323353293413","15.952095808383234","13.149700598802395","15.305389221556887","14.874251497005988","14.44311377245509","14.44311377245509","13.149700598802395","10.778443113772456","8.622754491017965","12.718562874251498","14.874251497005988","9.70059880239521","9.70059880239521","13.149700598802395","6.682634730538922","2.802395209580838","5.389221556886228","6.035928143712575","7.113772455089821","6.467065868263473","9.269461077844312","4.95808383233533","2.802395209580838","1.5089820359281438","3.0179640718562877","6.035928143712575","9.053892215568862","7.976047904191617","7.976047904191617","11.209580838323353","9.70059880239521"
"2011-06-04","10.778443113772456","12.718562874251498","13.149700598802395","14.874251497005988","11.640718562874252","11.209580838323353","13.365269461077844","12.2874251497006","11.8562874251497","13.149700598802395","12.718562874251498","10.562874251497007","11.640718562874252","13.796407185628743","11.209580838323353","13.365269461077844","14.44311377245509","18.107784431137723","14.874251497005988","14.44311377245509","15.305389221556887","8.622754491017965","12.2874251497006","13.796407185628743","13.149700598802395","9.269461077844312","8.191616766467066","6.682634730538922","8.622754491017965","7.544910179640719","10.562874251497007","9.70059880239521","8.191616766467066","7.113772455089821","4.95808383233533","3.8802395209580838","3.0179640718562877","9.269461077844312","7.113772455089821","6.035928143712575","7.113772455089821","4.95808383233533","4.526946107784431","9.70059880239521","9.053892215568862","14.44311377245509","14.874251497005988","12.718562874251498"
"2011-06-05","12.781065088757396","10.650887573964498","7.242603550295859","9.372781065088757","4.260355029585799","5.112426035502959","2.1301775147928996","4.260355029585799","4.686390532544379","11.502958579881657","11.502958579881657","10.650887573964498","8.094674556213018","8.094674556213018","7.668639053254438","5.964497041420119","2.9822485207100593","5.538461538461538","7.668639053254438","8.094674556213018","10.224852071005918","7.242603550295859","12.355029585798817","12.355029585798817","12.355029585798817","11.502958579881657","8.946745562130177","13.207100591715976","14.485207100591717","14.911242603550296","30.674556213017752","49.42011834319527","35.78698224852071","16.615384615384617","10.650887573964498","11.928994082840237","6.816568047337278","13.207100591715976","10.650887573964498","17.893491124260354","14.485207100591717","14.059171597633137","16.189349112426036","15.763313609467456","12.355029585798817","10.650887573964498","11.076923076923077","9.798816568047338"
"2011-06-06","13.365269461077844","10.562874251497007","13.365269461077844","9.269461077844312","8.191616766467066","9.70059880239521","12.718562874251498","15.305389221556887","10.131736526946108","9.269461077844312","10.562874251497007","7.113772455089821","7.976047904191617","10.562874251497007","8.622754491017965","13.365269461077844","10.131736526946108","9.053892215568862","9.269461077844312","8.622754491017965","7.976047904191617","9.269461077844312","5.604790419161676","3.0179640718562877","8.191616766467066","7.976047904191617","10.778443113772456","9.269461077844312","11.640718562874252","12.718562874251498","13.365269461077844","13.365269461077844","11.8562874251497","10.778443113772456","10.131736526946108","10.562874251497007","8.622754491017965","8.191616766467066","8.191616766467066","6.467065868263473","6.467065868263473","6.035928143712575","4.95808383233533","3.4491017964071857","4.526946107784431","3.8802395209580838","3.0179640718562877","2.802395209580838"
"2011-06-07","4.526946107784431","3.8802395209580838","1.9401197604790419","3.4491017964071857","3.4491017964071857","4.095808383233533","4.095808383233533","4.526946107784431","4.526946107784431","4.095808383233533","7.976047904191617","10.778443113772456","9.70059880239521","7.544910179640719","10.562874251497007","8.191616766467066","7.113772455089821","8.622754491017965","7.113772455089821","10.778443113772456","12.718562874251498","13.365269461077844","12.718562874251498","15.305389221556887","10.778443113772456","13.149700598802395","15.305389221556887","17.02994011976048","21.55688622754491","21.125748502994014","20.047904191616766","20.694610778443113","18.107784431137723","17.46107784431138","16.38323353293413","14.227544910179642","21.125748502994014","18.107784431137723","17.02994011976048","18.97005988023952","15.952095808383234","14.874251497005988","19.61676646706587","15.736526946107785","27.377245508982035","32.982035928143716","28.88622754491018","28.239520958083833"
"2011-06-08","23.281437125748504","26.730538922155688","21.55688622754491","24.1437125748503","24.1437125748503","22.20359281437126","20.694610778443113","21.55688622754491","15.305389221556887","21.125748502994014","17.892215568862277","14.44311377245509","14.44311377245509","13.149700598802395","13.796407185628743","17.46107784431138","17.46107784431138","15.305389221556887","16.814371257485032","16.38323353293413","22.634730538922156","22.20359281437126","22.634730538922156","27.377245508982035","19.61676646706587","18.97005988023952","18.107784431137723","18.538922155688624","21.125748502994014","26.29940119760479","25.221556886227546","20.694610778443113","20.694610778443113","16.38323353293413","15.952095808383234","17.46107784431138","16.38323353293413","23.281437125748504","24.79041916167665","24.79041916167665","18.538922155688624","22.20359281437126","27.16167664670659","20.479041916167667","25.652694610778443","23.7125748502994","13.365269461077844","12.718562874251498"
"2011-06-09","10.224852071005918","4.686390532544379","5.538461538461538","8.094674556213018","8.094674556213018","8.094674556213018","6.816568047337278","1.7041420118343196","8.094674556213018","6.816568047337278","11.928994082840237","28.544378698224854","32.80473372781065","37.06508875739645","40.47337278106509","35.78698224852071","32.80473372781065","30.24852071005917","35.78698224852071","38.34319526627219","44.30769230769231","37.49112426035503","41.32544378698225","39.62130177514793","38.34319526627219","40.89940828402367","39.62130177514793","42.60355029585799","38.34319526627219","39.19526627218935","40.04733727810651","38.769230769230774","34.934911242603555","34.934911242603555","33.23076923076923","33.65680473372781","30.24852071005917","28.118343195266274","28.544378698224854","25.136094674556215","25.562130177514792","30.24852071005917","30.24852071005917","28.544378698224854","31.526627218934912","28.544378698224854","22.153846153846153","18.319526627218934"
"2011-06-10","27.808383233532936","28.455089820359284","31.47305389221557","30.826347305389223","28.455089820359284","24.5748502994012","22.20359281437126","20.694610778443113","21.55688622754491","20.694610778443113","21.55688622754491","17.46107784431138","17.02994011976048","16.814371257485032","16.38323353293413","18.97005988023952","16.814371257485032","21.98802395209581","21.98802395209581","23.065868263473053","19.61676646706587","19.61676646706587","20.047904191616766","21.125748502994014","23.7125748502994","22.20359281437126","25.221556886227546","23.7125748502994","25.652694610778443","20.694610778443113","20.694610778443113","18.538922155688624","17.46107784431138","18.107784431137723","17.02994011976048","15.952095808383234","14.44311377245509","14.44311377245509","11.8562874251497","13.149700598802395","11.8562874251497","10.562874251497007","13.149700598802395","16.38323353293413","18.107784431137723","17.02994011976048","15.305389221556887","13.365269461077844"
